"""siteid""","""sitename""","""county""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-07 19:00",26.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-07 19:00",0.41
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-07 19:00",1.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-07 19:00",35
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-07 20:00",21
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-07 20:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-07 20:00",1.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-07 20:00",0.4
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-07 20:00",27.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-07 20:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-07 21:00",19.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-07 21:00",7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-07 21:00",32
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-07 21:00",1.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-07 21:00",0.37
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-07 21:00",30.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-07 22:00",0.3
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-07 22:00",1.5
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-07 22:00",33.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-07 22:00",27
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-07 22:00",16.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-07 22:00",13
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-07 23:00",1.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-07 23:00",0.27
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-07 23:00",35.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-07 23:00",13.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-07 23:00",14
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-07 23:00",33
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 00:00",2.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 00:00",0.28
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 00:00",15.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 00:00",16
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 00:00",29
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 00:00",30.9
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 01:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 01:00",0.24
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 01:00",34.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 01:00",34
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 01:00",15.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 01:00",13
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 02:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 02:00",0.21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 02:00",12.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 02:00",7
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 02:00",38.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 02:00",25
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 03:00",0.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 03:00",0.18
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 03:00",38.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 03:00",5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 03:00",35
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 03:00",9.7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 04:00",1
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 04:00",38.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 04:00",27
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 04:00",0.17
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 04:00",9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 04:00",8
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 05:00",0.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 05:00",0.18
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 05:00",8.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 05:00",9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 05:00",23
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 05:00",39
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 06:00",7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 06:00",24
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 06:00",37.2
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 06:00",11.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 06:00",0.23
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 06:00",0.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 07:00",26
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 07:00",16
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 07:00",0.36
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 07:00",33.1
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 07:00",20
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 07:00",1.3
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 08:00",1.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 08:00",11
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 08:00",35
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 08:00",13.4
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 08:00",51
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 08:00",0.32
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 09:00",11
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 09:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 09:00",59.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 09:00",16
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 09:00",1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 09:00",38
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 10:00",0.28
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 10:00",43
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 10:00",60.7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 10:00",0.8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 10:00",9.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 10:00",x
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 11:00",x
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 11:00",x
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 11:00",8.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 11:00",69.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 11:00",0.28
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 11:00",7
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 12:00",9.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 12:00",33
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 12:00",77.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 12:00",2.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 12:00",11
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 12:00",0.28
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 13:00",0.26
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 13:00",8.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 13:00",42
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 13:00",70.7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 13:00",2.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 13:00",14
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 14:00",0.28
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 14:00",48
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 14:00",2.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 14:00",13
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 14:00",9.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 14:00",67.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 15:00",71
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 15:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 15:00",0.31
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 15:00",41
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 15:00",10.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 15:00",16
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 16:00",67.8
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 16:00",2.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 16:00",12.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 16:00",0.36
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 16:00",19
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 16:00",47
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 17:00",60.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 17:00",14.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 17:00",0.38
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 17:00",21
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 17:00",44
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 17:00",2.5
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 18:00",54.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 18:00",43
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 18:00",0.42
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 18:00",2.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 18:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 18:00",15.2
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 19:00",16.7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 19:00",2.6
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 19:00",50.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 19:00",0.45
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 19:00",22
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 19:00",42
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 20:00",16.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 20:00",2.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 20:00",29
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 20:00",x
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 20:00",45
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 20:00",0.4
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 21:00",2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 21:00",x
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 21:00",17
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 21:00",42
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 21:00",9.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 21:00",0.32
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 22:00",20
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 22:00",40
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 22:00",x
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 22:00",7.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 22:00",0.33
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 22:00",2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-08 23:00",43
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-08 23:00",70.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-08 23:00",2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-08 23:00",20
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-08 23:00",6.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-08 23:00",0.31
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 00:00",2.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 00:00",43
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 00:00",0.31
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 00:00",34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 00:00",73.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 00:00",5.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 01:00",40
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 01:00",66.9
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 01:00",1.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 01:00",14
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 01:00",0.33
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 01:00",8
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 02:00",63.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 02:00",23
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 02:00",1.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 02:00",44
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 02:00",0.31
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 02:00",7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 03:00",46
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 03:00",0.31
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 03:00",63.4
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 03:00",1.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 03:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 03:00",6
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 04:00",57.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 04:00",25
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 04:00",41
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 04:00",6.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 04:00",0.31
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 04:00",1.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 05:00",28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 05:00",59.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 05:00",0.39
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 05:00",11.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 05:00",48
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 05:00",1.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 06:00",0.37
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 06:00",1.8
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 06:00",67.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 06:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 06:00",10.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 06:00",48
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 07:00",32
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 07:00",56
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 07:00",0.38
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 07:00",2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 07:00",72.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 07:00",7.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 08:00",62
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 08:00",76.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 08:00",0.39
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 08:00",32
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 08:00",7.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 08:00",2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 09:00",28
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 09:00",60
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 09:00",6.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 09:00",82
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 09:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 09:00",0.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 10:00",63
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 10:00",29
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 10:00",2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 10:00",81.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 10:00",0.4
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 10:00",8.6
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 11:00",2.2
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 11:00",9.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 11:00",28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 11:00",88.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 11:00",57
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 11:00",0.42
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 12:00",90.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 12:00",2.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 12:00",0.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 12:00",57
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 12:00",8.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 12:00",27
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 13:00",89.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 13:00",23
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 13:00",2.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 13:00",60
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 13:00",8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 13:00",0.37
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 14:00",8.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 14:00",0.37
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 14:00",55
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 14:00",86.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 14:00",2.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 14:00",27
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 15:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 15:00",73.6
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 15:00",8.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 15:00",26
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 15:00",56
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 15:00",2.5
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 16:00",68.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 16:00",0.36
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 16:00",2.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 16:00",59
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 16:00",32
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 16:00",9.1
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 17:00",62.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 17:00",27
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 17:00",52
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 17:00",2.4
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 17:00",10.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 17:00",0.38
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 18:00",24
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 18:00",2.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 18:00",47
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 18:00",0.37
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 18:00",9.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 18:00",59.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 19:00",0.41
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 19:00",11.3
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 19:00",2.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 19:00",42
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 19:00",22
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 19:00",53.7
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 20:00",50.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 20:00",16
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 20:00",11.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 20:00",0.37
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 20:00",2.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 20:00",31
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 21:00",9.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 21:00",33
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 21:00",12
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 21:00",0.32
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 21:00",2.6
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 21:00",47.8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 22:00",10.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 22:00",25
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 22:00",9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 22:00",0.28
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 22:00",3
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 22:00",45
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-09-09 23:00",0.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-09-09 23:00",10.4
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-09-09 23:00",43.7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-09-09 23:00",2.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-09-09 23:00",9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-09-09 23:00",16
