"""siteid""","""sitename""","""county""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-08 21:00:00",0.33
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-08 21:00:00",33.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-08 21:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-08 21:00:00",13.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-08 21:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-08 22:00:00",1.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-08 22:00:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-08 22:00:00",30.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-08 22:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-08 22:00:00",14.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-08 22:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-08 23:00:00",1.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-08 23:00:00",0.31
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-08 23:00:00",30.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-08 23:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-08 23:00:00",13.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-08 23:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 00:00:00",1.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 00:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 00:00:00",32.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 00:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 00:00:00",11.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 00:00:00",16
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 01:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 01:00:00",0.26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 01:00:00",32.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 01:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 01:00:00",10.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 01:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 02:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 02:00:00",0.25
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 02:00:00",32.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 02:00:00",22
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 02:00:00",10.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 02:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 03:00:00",0.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 03:00:00",0.22
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 03:00:00",35.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 03:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 03:00:00",8.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 03:00:00",17
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 04:00:00",0.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 04:00:00",0.21
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 04:00:00",37.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 04:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 04:00:00",6.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 04:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 05:00:00",0.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 05:00:00",0.22
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 05:00:00",36.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 05:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 05:00:00",7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 05:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 06:00:00",1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 06:00:00",0.26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 06:00:00",32.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 06:00:00",22
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 06:00:00",8.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 06:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 07:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 07:00:00",0.32
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 07:00:00",28.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 07:00:00",20
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 07:00:00",12.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 07:00:00",16
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 08:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 08:00:00",0.32
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 08:00:00",32.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 08:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 08:00:00",11.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 08:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 09:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 09:00:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 09:00:00",34.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 09:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 09:00:00",10.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 09:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 10:00:00",1.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 10:00:00",0.32
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 10:00:00",38.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 10:00:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 10:00:00",9.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 10:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 11:00:00",1.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 11:00:00",0.33
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 11:00:00",38
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 11:00:00",24
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 11:00:00",9.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 11:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 12:00:00",1.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 12:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 12:00:00",42.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 12:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 12:00:00",8.7
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 12:00:00",17
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 13:00:00",1.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 13:00:00",0.27
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 13:00:00",43.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 13:00:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 13:00:00",7.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 13:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 14:00:00",1.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 14:00:00",0.26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 14:00:00",43.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 14:00:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 14:00:00",6.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 14:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 15:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 15:00:00",0.25
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 15:00:00",44.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 15:00:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 15:00:00",6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 15:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 16:00:00",1.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 16:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 16:00:00",40.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 16:00:00",25
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 16:00:00",7.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 16:00:00",18
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 17:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 17:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 17:00:00",40.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 17:00:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 17:00:00",9.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 17:00:00",18
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 18:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 18:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 18:00:00",39
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 18:00:00",25
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 18:00:00",8.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 18:00:00",16
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 19:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 19:00:00",0.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 19:00:00",36.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 19:00:00",22
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 19:00:00",10
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 19:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 20:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 20:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 20:00:00",37.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 20:00:00",28
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 20:00:00",9.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 20:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 21:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 21:00:00",0.27
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 21:00:00",37.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 21:00:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 21:00:00",8.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 21:00:00",17
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 22:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 22:00:00",0.24
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 22:00:00",38.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 22:00:00",18
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 22:00:00",7.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 22:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-09 23:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-09 23:00:00",0.24
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-09 23:00:00",37.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-09 23:00:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-09 23:00:00",5.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-09 23:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 00:00:00",1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 00:00:00",0.22
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 00:00:00",38.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 00:00:00",10
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 00:00:00",5.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 00:00:00",19
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 01:00:00",0.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 01:00:00",0.21
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 01:00:00",37.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 01:00:00",18
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 01:00:00",6.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 01:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 02:00:00",0.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 02:00:00",0.19
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 02:00:00",38.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 02:00:00",15
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 02:00:00",4.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 02:00:00",8
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 03:00:00",0.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 03:00:00",0.2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 03:00:00",37.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 03:00:00",11
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 03:00:00",5.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 03:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 04:00:00",0.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 04:00:00",0.2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 04:00:00",37.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 04:00:00",12
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 04:00:00",5.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 04:00:00",6
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 05:00:00",0.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 05:00:00",0.21
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 05:00:00",35.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 05:00:00",13
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 05:00:00",6.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 05:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 06:00:00",0.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 06:00:00",0.23
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 06:00:00",33
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 06:00:00",14
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 06:00:00",7.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 06:00:00",8
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 07:00:00",0.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 07:00:00",0.33
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 07:00:00",26.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 07:00:00",13
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 07:00:00",13.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 07:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 08:00:00",0.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 08:00:00",0.39
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 08:00:00",22.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 08:00:00",16
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 08:00:00",17.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 08:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 09:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 09:00:00",0.38
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 09:00:00",26.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 09:00:00",9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 09:00:00",18.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 09:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 10:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 10:00:00",0.33
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 10:00:00",x
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 10:00:00",17
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 10:00:00",16
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 10:00:00",x
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 11:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 11:00:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 11:00:00",x
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 11:00:00",x
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 11:00:00",16.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 11:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 12:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 12:00:00",0.32
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 12:00:00",x
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 12:00:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 12:00:00",14.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 12:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 13:00:00",1.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 13:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 13:00:00",37.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 13:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 13:00:00",12.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 13:00:00",9
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 14:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 14:00:00",0.27
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 14:00:00",39.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 14:00:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 14:00:00",9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 14:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 15:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 15:00:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 15:00:00",36.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 15:00:00",22
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 15:00:00",11.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 15:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 16:00:00",1.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 16:00:00",0.32
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 16:00:00",32.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 16:00:00",24
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 16:00:00",14.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 16:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 17:00:00",1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 17:00:00",0.39
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 17:00:00",30
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 17:00:00",28
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 17:00:00",16.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 17:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 18:00:00",1.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 18:00:00",0.4
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 18:00:00",27.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 18:00:00",30
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 18:00:00",17.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 18:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 19:00:00",1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 19:00:00",0.39
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 19:00:00",28.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 19:00:00",31
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 19:00:00",16.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 19:00:00",19
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 20:00:00",0.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 20:00:00",0.37
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 20:00:00",35.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 20:00:00",26
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 20:00:00",10.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 20:00:00",17
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 21:00:00",0.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 21:00:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 21:00:00",37.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 21:00:00",14
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 21:00:00",8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 21:00:00",14
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 22:00:00",0.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 22:00:00",0.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 22:00:00",37.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-01-10 22:00:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-01-10 22:00:00",7.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-01-10 22:00:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-01-10 23:00:00",0.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-01-10 23:00:00",0.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-01-10 23:00:00",36.6
